着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),日付
6,2,2,"
アルタイル
",牡4,55,"
ボウマン
",1:37.6,3/4,"

**

",4-4,36.4,21,7,486(-8),"

","

","
","
[東]
手塚貴久
","
藤田在子
",,201605020812
7,8,14,"
ニットウビクトリー
",牡7,54,"
柴田善臣
",1:37.6,ハナ,"

**

",13-11,35.5,15.4,6,492(-8),"

","

","



","
[東]
高橋文雅
","
日東牧場
",,201605020812
8,2,3,"
ブラインドサイド
",セ7,56,"
四位洋文
",1:37.7,クビ,"

**

",15-15,35.2,73.5,13,492(-2),"

","

","



","
[東]
加藤征弘
","
諸江幸祐
",,201605020812
9,5,8,"
メガオパールカフェ
",牡5,55,"
武幸四郎
",1:38.1,2.1/2,"

**

",9-7,36.5,45.3,11,540(+4),"

","

","
","
[東]
小島太
","
西川光一
",,201605020812
10,7,12,"
ストーミングスター
",牡6,56,"
横山典弘
",1:38.1,アタマ,"

**

",7-7,36.5,68.9,12,462(+2),"

","

","
","
[東]
藤原辰雄
","
グランド牧場
",,201605020812
11,3,4,"
プラントハンター
",牡6,54,"
蛯名正義
",1:38.2,3/4,"

**

",11-11,36.2,42,10,458(-4),"

","

","
","
[東]
水野貴広
","
吉田照哉
",,201605020812
12,4,7,"
メイプルレインボー
",牡4,54,"
松岡正海
",1:38.2,クビ,"

**

",12-13,35.9,223,15,496(-2),"

","

","
","
[東]
高市圭二
","
節英司
",,201605020812
13,7,13,"
ティンバレス
",牝4,53,"
川田将雅
",1:38.4,1.1/4,"

**

",2-2,37.3,11.4,5,472(-3),"

","

","
","
[西]
吉田直弘
","
キャロットファーム
",,201605020812
14,6,10,"
モアニケアラ
",牝4,52,"
Ｍ．デム
",1:39.0,3.1/2,"

**

",2-2,37.9,10.3,4,456(+6),"

","

","
","
[西]
松永幹夫
","
名古屋友豊
",,201605020812
15,3,5,"
コパノチャーリー
",牡4,54,"
田辺裕信
",1:39.2,1,"

**

",1-1,38.2,33,9,516(0),"

","

","
","
[西]
村山明
","
小林祥晃
",,201605020812
1,5,5,"
ナスノセイカン
",牡4,57,"
丸山元気
",2:00.9,,"

**

",4-6-6,33.5,2.6,2,464(-2),"

","

","
","
[東]
矢野英一
","
那須野牧場
",1520.3,201605030110
2,8,8,"
フジマサエンペラー
",牡7,57,"
横山典弘
",2:01.1,1,"

**

",8-7-7,33.6,5.3,3,502(+2),"

","

","



","
[東]
菊川正達
","
藤原正一
",605.8,201605030110
3,8,9,"
テーオービックバン
",牡5,57,"
田辺裕信
",2:01.1,クビ,"

**

",2-3-2,34.2,7,4,486(-12),"

","

","
","
[西]
藤岡健一
","
小笹公也
",382.9,201605030110
4,4,4,"
アヴニールマルシェ
",セ4,57,"
ルメール
",2:01.4,1.3/4,"

**

",6-4-4,34.3,2.3,1,480(-12),"

","

","
","
[東]
藤沢和雄
","
キャロットファーム
",230,201605030110
5,6,6,"
スマートルピナス
",牝6,55,"
大野拓弥
",2:01.7,1.3/4,"

**

",9-9-9,34,113.1,7,474(+2),"

","

","
","
[東]
小桧山悟
","
大久保典義
",150,201605030110
6,1,1,"
タイセイクルーズ
",牡5,57,"
内田博幸
",2:01.9,1.1/4,"

**

",4-4-4,34.8,11.9,5,526(-4),"

","

","
","
[西]
矢作芳人
","
田中成奉
",,201605030110
7,7,7,"
スワンボート
",牡6,57,"
江田照男
",2:02.1,1.1/4,"

**

",2-1-1,35.5,155.3,8,470(-4),"

","

","
","
[東]
大江原哲
","
田頭勇貴
",,201605030110
8,2,2,"
アメリカンダイナー
",セ7,57,"
石川裕紀
",2:02.7,3.1/2,"

**

",1-2-2,35.8,51.7,6,492(-2),"

","

","
","
[東]
相沢郁
","
吉澤克己
",,201605030110
9,3,3,"
アイアイエンデバー
",牡7,57,"
西田雄一
",2:03.0,1.3/4,"

**

",7-7-7,35.5,222.2,9,470(-2),"

","

","
","
[東]
浅野洋一
","
齊藤敬
",,201605030110
1,4,6,"
ソルティコメント
",牡4,57,"
内田博幸
",1:36.9,,"

**

",6-7,35.2,1.2,1,462(+4),"

","

","
","
[東]
藤沢和雄
","
窪田康志
",1854.3,201605030111
2,5,8,"
ビッグリバティ
",牡7,55,"
石橋脩
",1:37.0,1/2,"

**

",4-3,35.8,73.3,10,520(+6),"

","

","
","
[東]
大和田成
","
杵臼牧場
",739.8,201605030111
3,8,14,"
シグナルプロシード
",セ6,54,"
田辺裕信
",1:37.2,1.1/4,"

**

",3-3,36,88,12,502(-26),"

","

","
","
[西]
高橋義忠
","
高樽さゆり
",464.9,201605030111
4,6,10,"
メガオパールカフェ
",牡5,54,"
木幡巧也
",1:37.3,3/4,"

**

",2-2,36.3,50.2,8,544(+4),"

","

","
","
[東]
小島太
","
西川光一
",270,201605030111
5,3,5,"
コアレスキング
",牡6,54,"
大野拓弥
",1:37.4,クビ,"

**

",10-9,35.5,32.3,6,538(-2),"

","

","



","
[東]
尾形充弘
","
小林昌志
",182,201605030111
6,8,15,"
クラウンシャイン
",牡4,57,"
石川裕紀
",1:37.4,クビ,"

**

",5-5,36,6,2,478(0),"

","

","
","
[東]
蛯名利弘
","
クラウン
",,201605030111
7,2,2,"
クロスボウ
",牡6,55,"
吉田豊
",1:37.6,1.1/4,"

**

",8-9,35.8,24,4,520(+2),"

","

","



","
[東]
国枝栄
","
サンデーレーシング
",,201605030111
8,5,9,"
ディアドムス
",牡4,57,"
三浦皇成
",1:37.6,アタマ,"

**

",1-1,36.7,61.9,9,496(+16),"

","

","
","
[東]
高橋裕
","
ディアレストクラブ
",,201605030111
9,4,7,"
シャトーウインド
",牡6,55,"
松岡正海
",1:37.6,ハナ,"

**

",6-5,36.1,138.9,13,458(-18),"

","

","
","
[西]
松下武士
","
円城幸男
",,201605030111
10,3,4,"
ニットウビクトリー
",牡7,54,"
柴田善臣
",1:37.9,1.3/4,"

**

",14-13,35.4,24.1,5,490(-2),"

","

","



","
[東]
高橋文雅
","
日東牧場
",,201605030111
11,1,1,"
イントロダクション
",牝5,54,"
横山典弘
",1:37.9,ハナ,"

**

",11-11,35.7,11.6,3,438(+1),"

","

","
","
[東]
鈴木伸尋
","
社台レースホース
",,201605030111
12,6,11,"
メイショウカノン
",牡5,54,"
田中勝春
",1:38.2,2,"

**

",12-12,35.8,41.4,7,474(-6),"

","

","
","
[東]
小島太
","
松本好隆
",,201605030111
13,7,13,"
プラントハンター
",牡6,54,"
勝浦正樹
",1:38.7,3,"

**

",8-7,37,206.8,14,456(-2),"

","

","
","
[東]
水野貴広
","
吉田照哉
",,201605030111
14,7,12,"
エクストラゴールド
",牡5,54,"
柴山雄一
",1:39.3,3.1/2,"

**

",13-14,36.4,76.8,11,510(-16),"

","

","



","
[西]
千田輝彦
","
前原敏行
",,201605030111
除,2,3,"
ブチコ
",牝4,55.5,"
ルメール
",,,"

**

",,,---,,486(+8),"

","

","
","
[西]
音無秀孝
","
金子真人ホールディングス
",,201605030111
1,7,13,"
ジャストフォーユー
",牡4,57,"
田辺裕信
",1:21.5,,"

**

",3-3,34.6,7.8,5,476(0),"

","

","
","
[東]
栗田徹
","
ノルマンディーサラブレッドレーシング
",750,201605030112
2,1,2,"
チェルカトーレ
",牝4,55,"
蛯名正義
",1:21.5,クビ,"

**

",5-5,34.4,21.8,10,420(-10),"

","

","
","
[東]
菊川正達
","
ロードホースクラブ
",300,201605030112
3,7,14,"
ムーンドロップ
",牡5,57,"
横山和生
",1:21.6,3/4,"

**

",15-13,33.9,14.1,9,450(0),"

","

","



","
[東]
小野次郎
","
Ｂａｓｉｃ
",190,201605030112
4,2,4,"
コスモラパン
",牝5,55,"
柴田大知
",1:21.7,クビ,"

**

",3-3,34.8,7.6,3,416(0),"

","

","
","
[東]
畠山吉宏
","
ビッグレッドファーム
",110,201605030112
5,3,5,"
フリームーヴメント
",牡3,54,"
丸田恭介
",1:21.8,1/2,"

**

",8-8,34.4,7.8,4,442(-4),"

","

","
","
[東]
宗像義忠
","
ディアレストクラブ
",75,201605030112
6,7,15,"
メイショウサワヤカ
",牝4,55,"
柴山雄一
",1:22.0,1.1/4,"

**

",11-13,34.3,29.5,11,466(-8),"

","

","
","
[東]
小島太
","
松本好雄
",,201605030112
7,1,1,"
ウインレナータ
",牝4,55,"
黛弘人
",1:22.1,3/4,"

**

",8-6,34.9,69.8,13,444(-2),"

","

","
","
[東]
尾関知人
","
ウイン
",,201605030112
8,2,3,"
ビーウィッチド
",牝4,55,"
三浦皇成
",1:22.1,ハナ,"

**

",11-10,34.6,3.9,1,446(-6),"

","

","
","
[東]
二ノ宮敬
","
Ｇ１レーシング
",,201605030112
9,5,10,"
クリノダイシャリン
",牡4,54,"
藤田菜七
",1:22.3,1.1/2,"

**

",15-17,34.3,11.4,6,494(-2),"

","

","
","
[東]
高市圭二
","
栗本博晴
",,201605030112
10,8,16,"
ナムラマサシゲ
",牡5,54,"
菊沢一樹
",1:22.4,クビ,"

**

",14-13,34.7,6.6,2,496(-6),"

","

","
","
[東]
谷原義明
","
奈村信重
",,201605030112
11,6,12,"
オーマイホース
",牡4,54,"
野中悠太
",1:22.4,ハナ,"

**

",15-13,34.7,80.5,14,474(-2),"

","

","
","
[東]
清水英克
","
高岡義雄
",,201605030112
12,4,7,"
スマイルハッピー
",牝4,53,"
伴啓太
",1:22.4,ハナ,"

**

",2-2,35.7,126.6,16,446(+2),"

","

","
","
[東]
田中清隆
","
臼倉勲
",,201605030112
13,3,6,"
テセラレフィナード
",牝4,55,"
江田照男
",1:22.5,3/4,"

**

",1-1,35.9,39.7,12,450(0),"

","

","
","
[東]
天間昭一
","
木村直樹
",,201605030112
14,5,9,"
ステラレガーロ
",牝4,55,"
田中勝春
",1:22.6,クビ,"

**

",6-8,35.2,13.9,8,438(-14),"

","

","
","
[東]
栗田徹
","
村野康司
",,201605030112
15,4,8,"
スミレタンポポ
",牝4,53,"
井上敏樹
",1:22.9,2,"

**

",18-18,34.7,283.6,17,408(+4),"

","

","
","
[東]
高橋義博
","
海谷幸司
",,201605030112
16,6,11,"
ビービーオドラント
",牝5,52,"
木幡巧也
",1:23.2,2,"

**

",8-10,35.7,13.3,7,440(-7),"

","

","
","
[東]
久保田貴
","
坂東牧場
",,201605030112
17,8,17,"
サダムフジコ
",牝3,52,"
柴田善臣
",1:23.6,2.1/2,"

**

",11-10,36.1,104.1,15,432(-4),"

","

","
","
[東]
本間忍
","
大西定
",,201605030112
18,8,18,"
ケンブリッジヒカリ
",牝4,53,"
長岡禎仁
",1:23.6,アタマ,"

**

",6-6,36.4,322.2,18,478(+8),"

","

","
","
[東]
石栗龍彦
","
中西宏彰
",,201605030112
1,8,18,"
ショウナンライズ
",牡3,53,"
蛯名正義
",1:21.3,,"

**

",4-4,34.2,9.1,4,452(-8),"

","

","



","
[東]
上原博之
","
国本哲秀
",1539.2,201605030210
2,3,6,"
シルヴァーグレイス
",牝6,53,"
Ｍ．デム
",1:21.3,クビ,"

**

",10-11,33.8,18.9,7,468(+8),"

","

","
","
[西]
荒川義之
","
吉田千津
",611.2,201605030210
3,1,2,"
キングクリチャン
",牡7,52,"
内田博幸
",1:21.5,1.1/2,"

**

",12-11,34.1,60.3,14,498(+2),"

","

","
","
[東]
高市圭二
","
栗本博晴
",385.6,201605030210
4,6,11,"
クレアドール
",牝5,52,"
福永祐一
",1:21.6,3/4,"

**

",13-13,33.8,23.6,8,500(-2),"

","

","
","
[西]
斉藤崇史
","
サンデーレーシング
",230,201605030210
5,4,8,"
カトルラポール
",牝3,51,"
吉田隼人
",1:21.7,クビ,"

**

",4-4,34.7,38.8,11,456(-2),"

","

","
","
[東]
浅野洋一
","
石井義孝
",150,201605030210
6,3,5,"
ブリクスト
",牡4,57,"
川田将雅
",1:21.8,3/4,"

**

",7-7,34.6,4.7,2,478(-8),"

","

","
","
[西]
吉田直弘
","
サンデーレーシング
",,201605030210
7,5,10,"
サクラディソール
",牝6,52,"
横山典弘
",1:21.9,3/4,"

**

",7-7,34.7,43.4,12,436(-2),"

","

","
","
[東]
尾関知人
","
さくらコマース
",,201605030210
8,8,16,"
スマイルシャワー
",牝5,52,"
丸田恭介
",1:22.0,クビ,"

**

",16-16,34.1,157,15,486(-6),"

","

","



","
[東]
宗像義忠
","
サンデーレーシング
",,201605030210
9,2,4,"
メイショウメイゲツ
",牝4,54,"
武豊
",1:22.0,アタマ,"

**

",13-13,34.3,6.8,3,452(+4),"

","

","
","
[東]
小島太
","
松本好雄
",,201605030210
10,7,15,"
ワンスインナムーン
",牝3,52,"
石川裕紀
",1:22.0,アタマ,"

**

",2-2,35.2,2.8,1,428(-8),"

","

","
","
[東]
斎藤誠
","
諸江幸祐
",,201605030210
11,5,9,"
クードラパン
",牝3,51,"
村田一誠
",1:22.0,ハナ,"

**

",1-1,35.2,31.5,9,492(+12),"

","

","
","
[東]
久保田貴
","
シルクレーシング
",,201605030210
12,4,7,"
ネバーリグレット
",牡3,53,"
津村明秀
",1:22.1,1/2,"

**

",13-13,34.4,13.6,6,494(-2),"

","

","



","
[東]
木村哲也
","
Ｇ１レーシング
",,201605030210
13,6,12,"
スズカアーサー
",牡7,54,"
勝浦正樹
",1:22.2,1/2,"

**

",18-18,34,158.5,16,494(-2),"

","

","



","
[東]
柄崎孝
","
永井啓弍
",,201605030210
14,8,17,"
マイネルディアベル
",牡5,56,"
柴田大知
",1:22.3,クビ,"

**

",3-2,35.4,34.3,10,464(0),"

","

","
","
[東]
大和田成
","
サラブレッドクラブ・ラフィアン
",,201605030210
15,7,14,"
ラピダメンテ
",セ5,55,"
プレブル
",1:22.4,3/4,"

**

",10-7,35.1,185.5,17,480(0),"

","

","
","
[東]
池上昌弘
","
社台レースホース
",,201605030210
16,1,1,"
ヴィクタープライム
",牡4,57,"
松岡正海
",1:22.5,1/2,"

**

",7-7,35.2,10.5,5,460(+6),"

","

","
","
[西]
本田優
","
村上憲政
",,201605030210
17,7,13,"
ラインロバート
",牡7,52,"
吉田豊
",1:22.6,クビ,"

**

",16-16,34.7,415.5,18,466(-14),"

","

","



","
[東]
水野貴広
","
大澤繁昌
",,201605030210
18,2,3,"
ベラフォレスタ
",牝5,53,"
大野拓弥
",1:22.6,ハナ,"

**

",4-4,35.6,55.1,13,480(0),"

","

","
","
[東]
中舘英二
","
社台レースホース
",,201605030210
1,5,6,"
ロゴタイプ
",牡6,58,"
田辺裕信
",1:33.0,,"

**

",1-1,33.9,36.9,8,496(-2),"

","

","
","
[東]
田中剛
","
吉田照哉
",10568.8,201605030211
2,6,8,"
モーリス
",牡5,58,"
ベリー
",1:33.2,1.1/4,"

**

",2-2,34,1.7,1,514(-4),"

","

","
","
[東]
堀宣行
","
吉田和美
",4176.8,201605030211
3,7,10,"
フィエロ
",牡7,58,"
内田博幸
",1:33.2,ハナ,"

**

",9-9,33.5,29.5,6,500(-8),"

","

","
","
[西]
藤原英昭
","
金子真人ホールディングス
",2638.4,201605030211
4,6,7,"
サトノアラジン
",牡5,58,"
川田将雅
",1:33.2,クビ,"

**

",7-7,33.6,5.5,3,526(0),"

","

","
","
[西]
池江泰寿
","
里見治
",1500,201605030211
5,7,9,"
イスラボニータ
",牡5,58,"
蛯名正義
",1:33.3,1/2,"

**

",6-3,33.9,11.6,4,476(0),"

","

","
","
[東]
栗田博憲
","
社台レースホース
",1030,201605030211
6,4,4,"
ディサイファ
",牡7,58,"
武豊
",1:33.3,ハナ,"

**

",3-3,33.9,31.1,7,500(-6),"

","

","
","
[東]
小島太
","
Ｈ．Ｈ．シェイク・モハメド
",,201605030211
7,2,2,"
ダノンシャーク
",牡8,58,"
岩田康誠
",1:33.4,1/2,"

**

",10-9,33.7,64.5,11,454(-4),"

","

","
","
[西]
大久保龍
","
ダノックス
",,201605030211
8,1,1,"
クラレント
",牡7,58,"
小牧太
",1:33.5,1/2,"

**

",7-7,33.9,53.6,10,502(-8),"

","

","
","
[西]
橋口慎介
","
前田晋二
",,201605030211
9,3,3,"
ロサギガンティア
",牡5,58,"
Ｍ．デム
",1:33.6,クビ,"

**

",10-11,33.7,19.7,5,536(+6),"

","

","



","
[東]
藤沢和雄
","
社台レースホース
",,201605030211
10,8,12,"
レッドアリオン
",牡6,58,"
川須栄彦
",1:33.8,1.1/4,"

**

",10-11,33.9,166.4,12,484(-6),"

","

","
","
[西]
橋口慎介
","
東京ホースレーシング
",,201605030211
11,8,11,"
リアルスティール
",牡4,58,"
福永祐一
",1:34.0,1.1/4,"

**

",3-3,34.6,4.5,2,498(0),"

","

","
","
[西]
矢作芳人
","
サンデーレーシング
",,201605030211
12,5,5,"
コンテントメント
",セ6,58,"
プレブル
",1:34.3,2,"

**

",3-6,34.8,48.5,9,500(-21),"

","

","
","
[外]
サイズ
","
Ｔ．ロー
",,201605030211
1,3,5,"
ブラゾンドゥリス
",牡4,57,"
内田博幸
",1:36.7,,"

**

",3-3,35.2,1.7,1,510(-4),"

","

","
","
[東]
尾形和幸
","
ノルマンディーサラブレッドレーシング
",1536.4,201605030212
2,8,16,"
ベストマッチョ
",牡3,54,"
石川裕紀
",1:36.9,1.1/2,"

**

",1-1,35.7,4.3,2,492(-2),"

","

","
","
[東]
手塚貴久
","
馬場幸夫
",610.4,201605030212
3,7,13,"
ポムフィリア
",牝4,55,"
大野拓弥
",1:37.5,3.1/2,"

**

",2-2,36.3,18.9,7,474(0),"

","

","
","
[東]
高橋裕
","
ディアレストクラブ
",385.2,201605030212
4,5,10,"
ビッグギグ
",牡5,57,"
ベリー
",1:37.7,1.1/4,"

**

",6-7,36,8.7,3,522(+8),"

","

","
","
[東]
菊沢隆徳
","
吉田照哉
",230,201605030212
5,6,12,"
ザマンダ
",牝5,55,"
福永祐一
",1:37.7,アタマ,"

**

",6-6,36.1,49.5,8,506(+8),"

","

","
","
[西]
角居勝彦
","
Ｈ．Ｈ．シェイク・モハメド
",150,201605030212
6,4,7,"
メイプルレインボー
",牡4,57,"
長岡禎仁
",1:37.8,クビ,"

**

",6-7,36.1,72.4,10,502(+6),"

","

","
","
[東]
高市圭二
","
節英司
",,201605030212
7,7,14,"
エターナルヒーロー
",セ6,57,"
田辺裕信
",1:37.9,3/4,"

**

",16-14,35.3,85.1,11,474(-2),"

","

","



","
[東]
栗田博憲
","
岡田牧雄
",,201605030212
8,3,6,"
フジマサクラウン
",牡5,57,"
田中勝春
",1:38.0,クビ,"

**

",14-14,35.5,16.6,6,510(-2),"

","

","



","
[東]
松永康利
","
藤原正一
",,201605030212
9,2,3,"
グレイスフルデイズ
",セ6,57,"
荻野琢真
",1:38.0,クビ,"

**

",9-9,36,117,12,492(-2),"

","

","



","
[西]
西園正都
","
グリーンファーム
",,201605030212
10,4,8,"
コピーライター
",セ6,57,"
Ｍ．デム
",1:38.4,2.1/2,"

**

",9-9,36.4,15.1,5,514(0),"

","

","



","
[西]
奥村豊
","
グリーンスウォード
",,201605030212
11,6,11,"
アルスマルカート
",牡8,57,"
丸山元気
",1:38.7,1.3/4,"

**

",14-14,36.2,404,16,482(+8),"

","

","
","
[西]
森田直行
","
池田正孝
",,201605030212
12,1,1,"
デザートオブムーン
",牝5,55,"
石橋脩
",1:38.7,クビ,"

**

",12-12,36.4,347.7,14,482(0),"

","

","



","
[東]
畠山吉宏
","
グリーンファーム
",,201605030212
13,1,2,"
ライブリシーラ
",牡9,57,"
柴田大知
",1:38.9,1,"

**

",9-9,36.8,389.8,15,516(+2),"

","

","
","
[西]
森田直行
","
加藤哲郎
",,201605030212
14,2,4,"
サトノバリアント
",牡5,57,"
柴山雄一
",1:38.9,クビ,"

**

",12-12,36.7,49.5,9,456(+2),"

","

","



","
[西]
安田隆行
","
里見治
",,201605030212
15,8,15,"
サンタエヴィータ
",牝5,55,"
川田将雅
",1:39.3,2,"

**

",3-3,37.8,12.4,4,454(-16),"

","

","
","
[西]
西村真幸
","
シルクレーシング
",,201605030212
16,5,9,"
トーセンスパンキー
",牡4,57,"
菅原隆一
",1:40.7,8,"

**

",3-3,39.2,217.2,13,500(+9),"

","

","
","
[東]
菊沢隆徳
","
島川隆哉
",,201605030212
1,8,15,"
ワトソンクリック
",牡4,57,"
戸崎圭太
",2:12.2,,"

**

",6-6-5-3,38.7,19.3,6,506(+2),"

","

","
","
[東]
小桧山悟
","
本杉芳郎
",1534.3,201605030310
2,6,12,"
マイネルビクトリー
",牡3,54,"
柴田大知
",2:12.4,1.1/2,"

**

",12-11-9-9,38.3,21.2,7,470(+4),"

","

","
","
[東]
畠山吉宏
","
サラブレッドクラブ・ラフィアン
",609.8,201605030310
3,2,3,"
サヴァティアーノ
",セ5,57,"
柴山雄一
",2:12.6,1.1/4,"

**

",9-8-7-6,38.8,72.4,14,530(+14),"

","

","
","
[東]
萩原清
","
シルクレーシング
",384.9,201605030310
4,3,5,"
クールエイジア
",牡4,57,"
柴田善臣
",2:12.8,1.1/4,"

**

",16-15-14-13,38.2,3,1,462(0),"

","

","



","
[東]
鈴木伸尋
","
山王飯店
",230,201605030310
5,7,13,"
アバオアクー
",牡4,57,"
大野拓弥
",2:12.8,クビ,"

**

",15-15-16-15,37.9,3.8,2,500(-2),"

","

","



","
[東]
新開幸一
","
外池榮一郎
",150,201605030310
6,3,6,"
ステージジャンプ
",牡6,57,"
内田博幸
",2:12.9,1/2,"

**

",2-3-2-3,39.5,5.5,3,508(0),"

","

","
","
[東]
岩戸孝樹
","
合同会社小林英一ホールディングス
",,201605030310
7,1,2,"
プリンスダム
",牡5,57,"
石橋脩
",2:13.0,3/4,"

**

",6-8-12-11,38.7,23.7,8,498(-4),"

","

","
","
[西]
池江泰寿
","
サンデーレーシング
",,201605030310
8,5,9,"
ヤマカツポセイドン
",牡7,57,"
吉田隼人
",2:13.1,クビ,"

**

",13-13-13-13,38.6,64.9,12,460(-18),"

","

","



","
[西]
大根田裕
","
山田和夫
",,201605030310
9,1,1,"
ケイツートール
",牡3,54,"
武士沢友
",2:13.6,3,"

**

",2-2-2-2,40.4,7.9,4,490(-2),"

","

","
","
[東]
蛯名利弘
","
楠本勝美
",,201605030310
10,5,10,"
ピンクシャドウ
",牝5,55,"
三浦皇成
",2:14.0,2.1/2,"

**

",1-1-1-1,41.1,38.6,10,492(+2),"

","

","
","
[東]
菊川正達
","
ロードホースクラブ
",,201605030310
11,4,7,"
セイカアヴァンサ
",牡4,57,"
石川裕紀
",2:14.3,1.3/4,"

**

",4-4-9-12,39.9,32.4,9,450(-2),"

","

","
","
[東]
相沢郁
","
久米大
",,201605030310
12,4,8,"
コウジョウ
",牡6,57,"
江田照男
",2:15.3,6,"

**

",14-14-15-15,40.4,302.6,16,522(-2),"

","

","



","
[東]
高木登
","
小菅定雄
",,201605030310
13,7,14,"
リアルエンブレム
",牡6,57,"
丸山元気
",2:15.4,3/4,"

**

",11-11-9-6,41.5,98.2,15,520(-6),"

","

","
","
[東]
武井亮
","
サンデーレーシング
",,201605030310
14,8,16,"
メイスンウォー
",牡6,57,"
長岡禎仁
",2:15.5,1/2,"

**

",6-4-4-5,41.9,45.1,11,458(+2),"

","

","
","
[東]
小島茂之
","
梅村浩
",,201605030310
15,2,4,"
レオナビゲート
",牡5,57,"
黛弘人
",2:15.7,1.1/4,"

**

",4-6-7-9,41.6,67.5,13,482(-4),"

","

","
","
[東]
奥平雅士
","
レオ
",,201605030310
16,6,11,"
ダノンアンビシャス
",牡5,57,"
蛯名正義
",2:16.1,2,"

**

",9-8-6-6,42.2,13.2,5,480(+2),"

","

","
","
[西]
藤原英昭
","
ダノックス
",,201605030310
1,5,9,"
チャーリーブレイヴ
",セ6,54,"
戸崎圭太
",1:36.2,,"

**

",3-3,36.1,3.6,1,500(-2),"

","

","
","
[東]
尾関知人
","
林正道
",2233.6,201605030311
